Brand,Year,Configuration,Strings,Made in,Type,Body Shape,Body Material,Neck Profile,Neck Joint,Fretboard Material,Neck Material,Expensive Wood,Bridge Type,Bridge,Scale Size,Shape,Frets,Fretboard Radius,Stainless Steel Frets,Nut,Nut Width,Switch,Knobs,Volume Controls,Tone Controls,Bridge Pickup,Neck Pickup,Middle Pickup,Top Pickup Brand,Locking Tuners,Tremolo,Stays in Tune (Evertune),Luminescent Inlay,Compound Radius Fretboard,Price,Number of Frets,Pickups Power
PRS,2021.0,HSS,6.0,United States,Solid Body,PRS,Ash,C,Bolt-On,Maple,Maple,True,Tremolo,2-Point Steel Tremolo,"25.5""",Fiore,Medium Jumbo,"10""",False,PRS Propietary,42.1mm (1.656''),5 Way,Speed,1.0,2.0,PRS Fiore-H (Humbucker / Passive),PRS Fiore-S (Single Coil / Passive),PRS Fiore-S (Single Coil / Passive),True,False,True,False,False,False,2234.174,22,Passive-Passive-Passive
Ibanez,2021.0,SS,6.0,Japan,Solid Body,Telecaster,Ash,V,Bolt-On,Maple,Maple,True,Fixed,Gotoh F1803,"25.5""",FLATV,Medium,"10""",False,Bone,42mm (1.654''),3 Way,Dome,1.0,1.0,Seymour Duncan FLAT5 (Single Coil / Passive),Seymour Duncan FLAT5 (Single Coil / Passive),,True,False,False,False,True,False,2186.946,21,Passive-Passive
Gibson,2019.0,HH,6.0,United States,Solid Body,V,Mahogany,C,Set,Rosewood,Mahogany,True,Fixed,Aluminum Nashville Tune-O-Matic,"24.75""",Slim Taper,Medium Jumbo,"12""",False,Ivory Tusq,43mm (1.693''),3 Way,Bell,2.0,1.0,Gibson BurstBucker 3 (Humbucker / Passive),Gibson Burstbucker 2 (Humbucker / Passive),,True,False,False,False,False,False,1631.145,22,Passive-Passive
Gretsch,2010.0,HH,6.0,China,Hollowbody,Single Cut,Maple,C,Set,Rosewood,Maple,True,Fixed,Harp Style Tailpiece,"24""",Tim Armstrong,Jumbo,"12.6""",False,Graphite,42.9mm (1.688''),3 Way,Speed,3.0,2.0,Gretsch Black Top Filter'Tron (Humbucker / Passive),Gretsch Black Top Filter'Tron (Humbucker / Passive),,True,False,False,False,False,False,1263.075,22,Passive-Passive
Gretsch,2019.0,HH,6.0,Japan,Semi-Hollow,ES,Maple,U,Set,Ebony,Maple,True,Bigsby Tremolo,Bigsby B7CP String-Thru,"24.6""",Standard U,Medium Jumbo,"12""",False,Ivory Tusq,42.9mm (1.688''),3 Way,Speed,3.0,1.0,Gretsch High Sensitive Filter'Tron (Humbucker / Passive),Gretsch High Sensitive Filter'Tron (Humbucker / Passive),,True,True,True,False,False,False,2410.6633333333334,22,Passive-Passive
Solar,2019.0,HH,6.0,Indonesia,Solid Body,Single Cut,Mahogany,C,Set,Ebony,Mahogany,True,Fixed,TOM Fixed Bridge,"24.75""",Solar C Shape,XL Jumbo,"13.78""",False,Graphite,43mm (1.693''),3 Way,Dome,2.0,1.0,Duncan Solar/Bridge (Humbucker / Passive),Duncan Solar (Humbucker / Passive),,True,False,False,False,False,False,655.86,24,Passive-Passive
Solar,2019.0,HH,6.0,Indonesia,Solid Body,Single Cut,Ash,C,Set,Ebony,Maple,True,Fixed,TOM Fixed Bridge,"24.75""",Solar C Shape,XL Jumbo,"13.78""",False,Graphite,43mm (1.693''),3 Way,Dome,2.0,1.0,Duncan Solar/Bridge (Humbucker / Passive),Duncan Solar (Humbucker / Passive),,True,False,False,False,False,False,729.3000000000001,24,Passive-Passive
Schecter,2014.0,HH,9.0,South Korea,Solid Body,Super Strat,Mahogany,C,Set,Rosewood,Mahogany,True,Fixed,Hipshot Hardtail (.125) w/ String Thru Body,"28""",Thin C,XL Jumbo,"20""",False,Graphite,63.5mm (2.5''),3 Way,Dome,2.0,1.0,EMG 909 (Humbucker / Active),EMG 909 (Humbucker / Active),,True,True,False,False,False,False,1208.753333333333,24,Active-Active
ESP LTD,2014.0,HH,6.0,Indonesia,Solid Body,Les Paul,Mahogany,U,Set,Ebony,Mahogany,True,Fixed,Tonepros Locking TOM & Tailpiece,"24.75""",Thin U,XL Jumbo,"13.78""",False,Plastic,42mm (1.654''),3 Way,Bell,2.0,1.0,EMG JH James Hetfield (Humbucker / Active),EMG JH James Hetfield (Humbucker / Active),,True,True,False,False,False,False,1250.6619999999998,22,Active-Active
Kramer,2020.0,HHH,6.0,Indonesia,Solid Body,Super Strat,Alder,C,Bolt-On,Maple,Maple,False,Floyd Rose,Floyd Rose 1000 Series Tremolo,"25.5""",Elliptical C,Medium Jumbo,"16""",False,Locking,41.3mm (1.625''),5 Way,Dome,1.0,0.0,Seymour Duncan JB SH-4 (Humbucker / Passive),Seymour Duncan Jazz SH-2 (Humbucker / Passive),Seymour Duncan JB SH-4 (Humbucker / Passive),True,False,True,False,False,False,1027.674,22,Passive-Passive-Passive
Fender,2019.0,SS,6.0,United States,Solid Body,Telecaster,Ash,C,Bolt-On,Rosewood,Maple,True,Fixed,"3-Saddle Vintage-Style Tele, Top-Load or Strings-Through-Body with Threaded Steel Saddles","25.5""",Jimmy Page Custom Oval C,Vintage,"7.25""",False,Bone,42mm (1.654''),3 Way,Dome,1.0,1.0,Fender Jimmy Page Custom 59 Tele (Single Coil / Passive),Fender Jimmy Page Custom 59 Tele (Single Coil / Passive),,True,False,False,False,False,False,1341.33,21,Passive-Passive
Charvel,2017.0,HH,6.0,Indonesia,Solid Body,Telecaster,Mahogany,C,Bolt-On,Ebony,Mahogany,True,Fixed,Charvel Fully Adjustable Radius Compensated Bridge with Anchored Tailpiece,"25.5""",Charvel Speed,Jumbo,"12"" to 16""",False,Plastic,42.9mm (1.688''),3 Way,Dome,1.0,0.0,Joe Duplantier Signature DiMarzio Fortitude (Humbucker / Passive),DiMarzio PAF 36th Anniversary (Humbucker / Passive),,True,True,False,False,False,True,832.545,22,Passive-Passive
Fender,2022.0,HSS,6.0,Japan,Solid Body,Stratocaster,Basswood,V,Bolt-On,Maple,Maple,False,Tremolo,6-Saddle Vintage-Style Synchronized Tremolo with Bent Steel Saddles,"25.5""",Thick Soft V,Medium Jumbo,"9.5""",False,Bone,41.9mm (1.65''),5 Way,Bell,1.0,2.0,Hot Vintage Alnico Humbucking (Humbucker / Passive),Fender Vintage-Style Single-Coil Strat (Single Coil / Passive),Fender Vintage-Style Single-Coil Strat (Single Coil / Passive),True,True,True,False,False,False,1100.664,21,Passive-Passive-Passive
Fender,2022.0,SS,6.0,Japan,Solid Body,Telecaster,Basswood,V,Bolt-On,Maple,Maple,False,Fixed,3-Saddle Vintage Style Tele with Barrel Brass Saddles,"25.5""",Thick Soft V,Medium Jumbo,"9.5""",False,Bone,41.9mm (1.65''),4 Way,Dome,1.0,1.0,Fender Vintage-Style Single-Coil Tele (Single Coil / Passive),Fender Vintage-Style Single-Coil Tele (Single Coil / Passive),,True,True,False,False,False,False,1154.2959999999998,21,Passive-Passive
Fender,2022.0,SSS,6.0,Japan,Solid Body,Stratocaster,Basswood,V,Bolt-On,Maple,Maple,False,Tremolo,6-Saddle Vintage-Style Synchronized Tremolo with Bent Steel Saddles,"25.5""",Thick Soft V,Medium Jumbo,"9.5""",False,Bone,41.9mm (1.65''),5 Way,Bell,1.0,2.0,Fender Vintage-Style Single-Coil Strat (Single Coil / Passive),Fender Vintage-Style Single-Coil Strat (Single Coil / Passive),Fender Vintage-Style Single-Coil Strat (Single Coil / Passive),True,True,True,False,False,False,1178.8920000000005,21,Passive-Passive-Passive
Gibson,2019.0,HH,6.0,United States,Solid Body,Les Paul,Mahogany,V,Set,Rosewood,Mahogany,True,Fixed,ABR-1 Tune-O-Matic,"24.75""",Vintage 50s,Medium Jumbo,"12""",False,Ivory Tusq,43mm (1.693''),3 Way,Bell,2.0,2.0,Gibson Burstbucker 2 (Humbucker / Passive),Gibson Burstbucker 1 (Humbucker / Passive),,True,False,False,False,False,False,1867.85,22,Passive-Passive
Gibson,2019.0,P90P90,6.0,United States,Solid Body,Les Paul,Mahogany,V,Set,Rosewood,Mahogany,True,Fixed,ABR-1 Tune-O-Matic,"24.75""",Vintage 50s,Medium Jumbo,"12""",False,Ivory Tusq,43mm (1.693''),3 Way,Bell,2.0,2.0,Gibson P-90 (P90 / Passive),Gibson P-90 (P90 / Passive),,True,False,False,False,False,False,2467.442,22,Passive-Passive
ESP LTD,2012.0,HH,6.0,Indonesia,Solid Body,Super Strat,Mahogany,U,Bolt-On,Jatoba,Maple,True,Floyd Rose,LTD by Floyd Rose,"25.5""",Extra Thin U,XL Jumbo,"13.78""",False,Locking,43mm (1.693''),3 Way,Dome,1.0,1.0,ESP Designed LH-150B (Humbucker / Passive),ESP Designed LH-150N (Humbucker / Passive),,False,False,True,False,False,False,409.0466666666666,24,Passive-Passive
Dean,2009.0,HH,6.0,South Korea,Solid Body,V,Mahogany,C,Set,Ebony,Mahogany,True,Fixed,Tune-O-Matic,"24.75""",C,Jumbo,"12""",False,Ivory Tusq,43mm (1.693''),3 Way,Bell,2.0,1.0,USA DMT Lights Out (Humbucker / Passive),USA DMT Lights Out (Humbucker / Passive),,True,False,False,False,False,False,904.175,22,Passive-Passive
Dean,2018.0,HH,6.0,India,Solid Body,Offset,Mahogany,V,Set,Rosewood,Mahogany,True,Floyd Rose,Floyd Rose Special,"24.75""",V,Jumbo,"12""",False,Locking,43mm (1.693''),3 Way,Speed,1.0,1.0,USA DMT Time Capsule (Humbucker / Passive),USA DMT Time Capsule (Humbucker / Passive),,True,False,True,False,False,False,605.2925,22,Passive-Passive
Washburn,2005.0,HH,6.0,Indonesia,Solid Body,Super Strat,Basswood,C,Bolt-On,Ebony,Maple,True,Floyd Rose,Floyd Rose Special,"25.5""",Washburn Nuno Bettencourt,Medium,"12""",False,Locking,43mm (1.693''),3 Way,Dome,1.0,0.0,Bill Lawrence L-500 (Humbucker / Passive),Washburn Humbucker (Humbucker / Passive),,True,False,True,False,False,False,659.2933333333334,22,Passive-Passive
Washburn,2010.0,HH,6.0,Indonesia,Solid Body,Super Strat,Basswood,C,Bolt-On,Rosewood,Maple,True,Floyd Rose,Floyd Rose Special,"25.5""",Washburn Nuno Bettencourt,Medium,"12""",False,Locking,43mm (1.693''),3 Way,Dome,1.0,0.0,Bill Lawrence L-500 (Humbucker / Passive),Washburn Humbucker (Humbucker / Passive),,True,False,True,False,False,False,941.55,22,Passive-Passive
Washburn,2016.0,HH,6.0,Indonesia,Solid Body,Super Strat,Agathis,C,Bolt-On,Rosewood,Maple,True,Floyd Rose,Floyd Rose Special,"25.5""",Washburn Nuno Bettencourt,Medium,"12""",False,Locking,43mm (1.693''),3 Way,Dome,1.0,0.0,Bill Lawrence L-500 (Humbucker / Passive),Washburn Humbucker (Humbucker / Passive),,True,False,True,False,False,False,1049.495,22,Passive-Passive
Washburn,2010.0,HH,6.0,Indonesia,Solid Body,Super Strat,Agathis,C,Bolt-On,Rosewood,Maple,True,Floyd Rose,Floyd Rose Special,"25.5""",Washburn Nuno Bettencourt,Medium,"12""",False,Locking,43mm (1.693''),3 Way,Dome,1.0,0.0,Bill Lawrence L-500 (Humbucker / Passive),Washburn Humbucker (Humbucker / Passive),,True,False,True,False,False,False,1144.785,22,Passive-Passive
Washburn,2020.0,HH,6.0,United States,Solid Body,Telecaster,Ash,C,Bolt-On,Maple,Maple,True,Fixed,Gotoh GTC201,"25.5""",Washburn Nele,Medium,"12""",False,Black Tusq XL,43mm (1.693''),6 Way,Dome,1.0,0.0,Bill Lawrence L-250 (Humbucker / Passive),Seymour Duncan Vintage Stack (STK-T1N) (Humbucker / Passive),,True,False,False,False,False,False,2299.0,22,Passive-Passive
Schecter,2020.0,HSS,6.0,Indonesia,Solid Body,Stratocaster,Alder,C,Bolt-On,Maple,Maple,False,Tremolo,Diamond Vintage Tremolo,"25.5""",Thin C,XL Jumbo,"14""",False,Black Tusq XL,42mm (1.654''),5 Way,Bell,1.0,1.0,Schecter Diamond 78 (Humbucker / Passive),Schecter Diamond Nick Johnston Single Coil (Single Coil / Passive),Schecter Diamond Nick Johnston Single Coil (Single Coil / Passive),False,True,True,False,False,False,772.1899999999999,22,Passive-Passive-Passive
Yamaha,2019.0,HP90,6.0,Indonesia,Solid Body,Super Strat,Alder,C,Bolt-On,Rosewood,Maple,True,Fixed,Hardtail Bridge with Graph Tech String Saver Saddle,"25.5""",Pacifica C,Medium,"13.78""",False,Ivory Tusq,41mm (1.614''),3 Way,Dome,1.0,1.0,Seymour Duncan TB-14 (Humbucker / Passive),Seymour Duncan SP90-1n (Single Coil / Passive),,True,True,False,False,False,False,570.1333333333333,22,Passive-Passive
Fender,2022.0,HH,6.0,Mexico,Solid Body,Offset,Alder,C,Bolt-On,Maple,Maple,False,Tremolo,2-Point Synchronized Tremolo with Brushed Steel Block Saddles,"25.5""",Modern C,Medium Jumbo,"12""",False,Synthetic Bone,42.8mm (1.685''),3 Way,Dome,1.0,2.0,Fender Fireball Humbucking (Humbucker / Passive),Fender Fireball Humbucking (Humbucker / Passive),,True,True,True,False,False,False,570.1333333333333,22,Passive-Passive
Jackson,2021.0,H,6.0,Indonesia,Solid Body,V,Poplar,D,Neck-Through,Ebony,Maple,True,Fixed,Jackson TOM-Style Adjustable String-Through-Body,"25.5""",Speed,Jumbo,"12"" to 16""",False,Plastic,42.9mm (1.688''),0 Way,Dome,1.0,0.0,Jackson Covered High-Output Humbucking (Humbucker / Passive),,,False,True,False,False,False,True,844.576,24,Passive
Jackson,2020.0,HH,6.0,Indonesia,Solid Body,Offset,Mahogany,D,Neck-Through,Pau Ferro,Maple,True,Fixed,Jackson TOM-Style Adjustable with Anchored Tailpiece,"25.5""",Speed,Jumbo,"12""",False,Plastic,42.9mm (1.688''),3 Way,Dome,1.0,0.0,Blackfire Pickups Proteus Humbucker (Active) (Humbucker / Active),Blackfire Pickups Proteus Humbucker (Active) (Humbucker / Active),,False,True,False,False,False,False,899.0483333333333,24,Active-Active
Jackson,2019.0,HH,6.0,Indonesia,Solid Body,Super Strat,Basswood,D,Bolt-On,Maple,Maple,False,Fixed,Jackson HT6 String-Through-Body Hardtail,"25.5""",Speed,Jumbo,"20""",False,Plastic,42.9mm (1.688''),5 Way,Dome,1.0,1.0,Jackson Uncovered MM1 (Humbucker / Passive),Jackson Uncovered MM1 (Humbucker / Passive),,False,True,False,False,True,False,857.5380000000001,24,Passive-Passive
Schecter,2019.0,HH,6.0,Indonesia,Solid Body,Super Strat,Ash,C,Set,Ebony,Maple,True,Floyd Rose,Floyd Rose 1500 Series,"25.5""",Ultra Thin C,XL Jumbo,"14""",False,Locking,41.3mm (1.625''),3 Way,Dome,1.0,1.0,Schecter Diamond Decimator (Humbucker / Passive),Schecter Diamond Decimator (Humbucker / Passive),,False,False,True,False,False,False,867.3399999999999,24,Passive-Passive
Reverend,2021.0,H,6.0,South Korea,Solid Body,Double Cut,Limba,C,Set,Ebony,Limba,True,Tremolo,Wilkinson WVS50 IIK Tremolo,"24.75""",Medium Oval,XL Jumbo,"12""",False,Boneite,43mm (1.693''),0 Way,Dome,1.0,2.0,Reeves Gabrels Bridge (Humbucker / Passive),,,True,True,True,False,False,False,1039.5,22,Passive
Ibanez,2020.0,HH,6.0,Indonesia,Solid Body,Super Strat,Nyatoh,Wizard,Bolt-On,Jatoba,Maple,False,Fixed,F106,"25.5""",Wizard III,Jumbo,"16""",False,Plastic,43mm (1.693''),3 Way,Dome,1.0,1.0,DiMarzio Fusion Edge (Humbucker / Passive),DiMarzio Fusion Edge (Humbucker / Passive),,True,False,False,False,True,False,759.362,24,Passive-Passive
Ibanez,2020.0,HH,6.0,Indonesia,Solid Body,Super Strat,Nyatoh,Wizard,Bolt-On,Jatoba,Maple,False,Fixed,F106,"25.5""",Wizard III,Jumbo,"16""",False,Plastic,43mm (1.693''),3 Way,Dome,1.0,1.0,DiMarzio The Tone Zone (Humbucker / Passive),DiMarzio Air Norton (Humbucker / Passive),,True,False,False,False,True,False,624.2299999999999,24,Passive-Passive
Ibanez,2020.0,HH,6.0,Indonesia,Solid Body,Super Strat,Nyatoh,Wizard,Bolt-On,Jatoba,Maple,False,Fixed,F106,"25.5""",Wizard III,Jumbo,"16""",False,Plastic,43mm (1.693''),3 Way,Dome,1.0,1.0,DiMarzio Fusion Edge (Humbucker / Passive),DiMarzio Fusion Edge (Humbucker / Passive),,True,False,False,False,True,False,662.816,24,Passive-Passive
Ibanez,2021.0,HH,6.0,Indonesia,Solid Body,Super Strat,Nyatoh,Wizard,Bolt-On,Jatoba,Maple,False,Fixed,F106,"25.5""",Wizard III,Jumbo,"16""",False,Plastic,43mm (1.693''),3 Way,Dome,1.0,1.0,DiMarzio Fusion Edge (Humbucker / Passive),DiMarzio Fusion Edge (Humbucker / Passive),,True,False,False,False,True,False,747.9566666666666,24,Passive-Passive
Ibanez,2020.0,HH,6.0,Indonesia,Solid Body,Super Strat,Nyatoh,Nitro Baritone,Bolt-On,Rosewood,Maple,True,Fixed,Gibraltar Standard II,"28""",Nitro Baritone,Jumbo,"16""",False,Plastic,45mm (1.77''),3 Way,Dome,1.0,0.0,EMG 81 (Humbucker / Active),EMG 60 (Humbucker / Active),,True,True,False,False,True,False,772.7800000000001,24,Active-Active
PRS,2020.0,HH,6.0,United States,Solid Body,PRS,Mahogany,C,Set,Rosewood,Mahogany,True,Fixed,PRS Two-Piece,"24.6""",Pattern Thin,Medium Jumbo,"10""",False,PRS Propietary,42.9mm (1.688''),3 Way,Speed,2.0,2.0,PRS 58/15 S (Humbucker / Passive),PRS 58/15 S (Humbucker / Passive),,True,False,False,False,False,False,1484.524,22,Passive-Passive
PRS,2020.0,HH,6.0,United States,Solid Body,PRS,Mahogany,C,Set,Rosewood,Mahogany,True,Tremolo,"PRS Patented Tremolo, Molded","25""",Pattern Regular,Medium Jumbo,"10""",False,PRS Propietary,42.1mm (1.656''),3 Way,Speed,1.0,1.0,PRS 58/15 S (Humbucker / Passive),PRS 58/15 S (Humbucker / Passive),,True,True,True,False,False,False,1174.995,22,Passive-Passive
PRS,2020.0,HH,6.0,United States,Solid Body,PRS,Mahogany,C,Set,Rosewood,Mahogany,True,Tremolo,"PRS Patented Tremolo, Molded","25""",Pattern Regular,Medium Jumbo,"10""",False,PRS Propietary,42.1mm (1.656''),3 Way,Speed,1.0,1.0,PRS 58/15 S (Humbucker / Passive),PRS 58/15 S (Humbucker / Passive),,True,True,True,False,False,False,1172.23,22,Passive-Passive
PRS,2015.0,HS,6.0,United States,Solid Body,PRS,Mahogany,C,Set,Rosewood,Mahogany,True,Fixed,PRS Plate Style,"25""",Pattern Regular,Medium Jumbo,"10""",False,PRS Propietary,42.1mm (1.656''),3 Way,Speed,1.0,1.0,PRS-Designed DS-01 (Humbucker / Passive),PRS Type-D Singlecoil (Single Coil / Passive),,True,True,False,False,False,False,1239.7475,22,Passive-Passive
PRS,2020.0,HS,6.0,United States,Solid Body,PRS,Mahogany,C,Set,Rosewood,Mahogany,True,Fixed,PRS Plate Style,"25""",Pattern Regular,Medium Jumbo,"10""",False,PRS Propietary,42.1mm (1.656''),3 Way,Speed,1.0,1.0,PRS-Designed DS-01 (Humbucker / Passive),PRS Type-D Singlecoil (Single Coil / Passive),,True,True,False,False,False,False,1409.525,22,Passive-Passive
PRS,2020.0,HS,6.0,United States,Semi-Hollow,PRS,Mahogany,C,Set,Rosewood,Mahogany,True,Fixed,PRS Plate Style,"25""",Pattern Regular,Medium Jumbo,"10""",False,PRS Propietary,42.1mm (1.656''),3 Way,Speed,1.0,1.0,PRS-Designed DS-01 (Humbucker / Passive),PRS Type-D Singlecoil (Single Coil / Passive),,True,True,False,False,False,False,1523.5759999999998,22,Passive-Passive
Harley Benton,2020.0,HH,6.0,Vietnam,Solid Body,Les Paul,Mahogany,C,Set,Jatoba,Mahogany,True,Floyd Rose,FR-Style,"25.5""",Harley Benton Modern C,Medium Jumbo,"13.78""",False,Locking,41mm (1.614''),3 Way,Dome,2.0,1.0,Roswell LAF Alnico-5 (Humbucker / Passive),Roswell LAF Alnico-5 (Humbucker / Passive),,True,False,True,False,False,False,334.42,24,Passive-Passive
PRS,2014.0,HH,6.0,Indonesia,Solid Body,PRS,Mahogany,C,Set,Rosewood,Maple,True,Floyd Rose,Original Floyd Rose Tremolo,"25""",Pattern Thin,Medium Jumbo,"10""",False,Locking,42.9mm (1.688''),3 Way,Speed,1.0,1.0,PRS 85/15 S (Humbucker / Passive),PRS 85/15 S (Humbucker / Passive),,True,False,True,False,False,False,922.635,24,Passive-Passive
PRS,2016.0,HH,6.0,Indonesia,Solid Body,PRS,Mahogany,C,Set,Ebony,Maple,True,Fixed,PRS Plate Style (String Through),"25.5""",Wide Thin,Jumbo,"20""",False,PRS Propietary,42.9mm (1.688''),3 Way,Dome,1.0,1.0,Mark Holcomb Signature Seymour Duncan “Omega” (Humbucker / Passive),Mark Holcomb Signature Seymour Duncan “Alpha” (Humbucker / Passive),,True,False,False,False,False,False,830.8375,24,Passive-Passive
Reverend,2021.0,P90,6.0,South Korea,Solid Body,Double Cut,Limba,C,Set,Rosewood,Limba,True,Fixed,TOM with Stop Tail,"24.75""",Medium Oval,Jumbo,"12""",False,Boneite,43mm (1.693''),0 Way,Dome,1.0,1.0,9A5 Bridge (Single Coil / Passive),,,True,True,False,False,False,False,859.2833333333333,22,Passive
PRS,2018.0,SSS,6.0,United States,Solid Body,PRS,Alder,Vintage,Bolt-On,Maple,Maple,False,Tremolo,PRS Steel Tremolo,"25.5""",JM635,Vintage,"7.25""",False,Bone,42.1mm (1.656''),5 Way,Bell,1.0,2.0,PRS 635JM (Single Coil / Passive),PRS 635JM (Single Coil / Passive),PRS 635JM (Single Coil / Passive),True,True,True,False,False,False,2290.84,22,Passive-Passive-Passive
Schecter,2017.0,HH,6.0,Indonesia,Solid Body,Telecaster,Mahogany,C,Bolt-On,Ebony,Maple,True,Floyd Rose,Floyd Rose Special Hot Rod Locking Tremolo (Schecter Exclusive),"25.5""",Thin C,XL Jumbo,"14""",False,Locking,41.3mm (1.625''),3 Way,Dome,2.0,0.0,EMG Retro Active Hot 70 (Humbucker / Active),EMG Retro Active Hot 70 (Humbucker / Active),,True,False,True,False,False,False,785.4875,22,Active-Active
Schecter,2010.0,HH,6.0,Indonesia,Solid Body,Super Strat,Mahogany,C,Bolt-On,Ebony,Mahogany,True,Floyd Rose,Floyd Rose Special Hot Rod Locking Tremolo (Schecter Exclusive),"25.5""",Ultra Thin C,XL Jumbo,"16""",False,Locking,41.3mm (1.625''),3 Way,Dome,1.0,1.0,Schecter Diamond Synyster Gates Signature Humbucker (Humbucker / Passive),Schecter Diamond Synyster Gates Signature Humbucker (Humbucker / Passive),,False,False,True,False,False,False,661.6424999999999,24,Passive-Passive
Ibanez,2021.0,HSH,7.0,Indonesia,Solid Body,Super Strat,Basswood,Wizard,Bolt-On,Rosewood,Maple,True,Edge Zero II,Edge-Zero II-7,"25.5""",Wizard-7,Jumbo,"16""",False,Locking,48mm (1.89''),5 Way,Bell,1.0,1.0,DiMarzio Blaze (Humbucker / Passive),DiMarzio Blaze (Humbucker / Passive),DiMarzio Blaze (Humbucker / Passive),True,False,True,False,False,False,1168.174,24,Passive-Passive-Passive
Dean,2022.0,HH,6.0,India,Solid Body,V,Mahogany,V,Set,Rosewood,Mahogany,True,Floyd Rose,Floyd Rose Special,"24.75""",V,Jumbo,"12""",False,Locking,43mm (1.693''),3 Way,Speed,2.0,1.0,USA DMT Time Capsule (Humbucker / Passive),USA DMT Time Capsule (Humbucker / Passive),,True,False,True,False,False,False,614.0,22,Passive-Passive
Solar,2017.0,HH,6.0,Indonesia,Solid Body,V,Mahogany,C,Set,Ebony,Maple,True,Fixed,TOM with String Thru,"25.5""",Solar C Shape,XL Jumbo,"13.78""",False,Graphite,43mm (1.693''),3 Way,Dome,1.0,1.0,Duncan Solar/Bridge (Humbucker / Passive),Duncan Solar (Humbucker / Passive),,True,False,False,False,False,False,676.39,24,Passive-Passive
ESP LTD,2015.0,HH,6.0,Indonesia,Solid Body,SG,Mahogany,U,Set,Pau Ferro,Mahogany,True,Fixed,TOM & Tailpiece,"27""",Thin U,XL Jumbo,"13.78""",False,Plastic,42mm (1.654''),3 Way,Dome,1.0,1.0,EMG 81 (Humbucker / Active),EMG 85 (Humbucker / Active),,True,False,False,False,False,False,764.29,24,Active-Active
ESP LTD,2019.0,HH,6.0,Indonesia,Solid Body,SG,Mahogany,U,Set,Ebony,Mahogany,True,Fixed,Tonepros Locking TOM & Tailpiece,"24.75""",Thin U,XL Jumbo,"13.78""",False,Plastic,42mm (1.654''),3 Way,Speed,2.0,1.0,EMG LF-DMF (Humbucker / Passive),EMG LF-DMF (Humbucker / Passive),,True,False,False,False,True,False,1346.3,24,Passive-Passive
Jackson,2020.0,HH,7.0,Indonesia,Solid Body,Super Strat,Poplar,D,Neck-Through,Laurel,Maple,False,Fixed,Staggered Individual Saddles,"27"" to 25.5""",Jackson Standard,Jumbo,"12"" to 16""",False,Plastic,47.6mm (1.875''),3 Way,Dome,1.0,1.0,EMG 808 (Humbucker / Active),EMG 808 (Humbucker / Active),,True,False,False,False,False,True,843.3233333333334,24,Active-Active
Jackson,2020.0,HH,8.0,Indonesia,Solid Body,Super Strat,Poplar,D,Neck-Through,Laurel,Maple,False,Fixed,Staggered Individual Saddles,"28"" to 26""",Jackson Standard,Jumbo,"12"" to 16""",False,Plastic,54mm (2.126''),3 Way,Dome,1.0,1.0,EMG 909 (Humbucker / Active),EMG 909 (Humbucker / Active),,True,False,False,False,False,True,863.1825,24,Active-Active
